index,s1,s2,s3,s4,s5,s6,s7
19,3711404811199972645189588480980890689285916903822304069894525123780669648981703,17239830397820420621161211782287259196060165764855433373491011977128749845546529,3520485757966995026496103134045745783555897694476576551862898995232648123366543,18150557394481219213322412691066390056923386025619950643400028525309753181933676,5532858804521569829511990298539152411012357425351338609712558220142676321755997,2732180989982395776483602726337392582589660782293551809727049644543010009161460,9748523950863697054237249974461110571655296096446590243443502798510754244150065
20,10063542600281858623544338505428165032569835095823658315697323682838756317386150,9033205399204650772163817968353887435637045066712962286553968721774983370195268,15441383897715550896567821773713847077585054356979317592033215899214477391591351,10755682594867384546046966536571364090030438522311318552671784432751442148410422,13508496991607326171310635641863118341356622007020370847932955104791673873816458,5167431586988201321649445704652429963180180366795068798353447132929376334645482,4264881881957184447772780109875978823884538045946818083396541299570345764061471
21,13138627676613651689681725804231148316142329684778137250735032556526073324758075,14291900852415276456294788987607748107650389140180942495563281217140868110476070,3459819527404874299839189550129799374524178366208415734484745981844384357154006,17707174703476794121733694261670661853530546251483368326425988415448214531119837,1436779877789512569850152967420295939519219463071583232997166170734969932881632,10245821553184552996316715822188741237640471333907277492588121594922039261931322,7069508727767566499714616056102638011127452975367639746272293123197830051940953
22,88303638566595400505398484994959258375298950461846751558082616187017386962396,4509145555179058173712756672939268801630402027059220194863394611221880647597693,13262525749837388319622074563832928629765309229792120329915935985104589781905913,7816048721594411387523968772739258874396596114349141477252425955429348556723079,6702109971397301828127822684594939403907687125041689316336145304601953205213168,9920709499246059641433636299399970218298582261869763847167094032622403727376180,17471847305140684827441409617154351317569281524833365069745272139490700123212115
23,5033404023262205453716267177037296361929879716995573986809099823636813994386354,2992431576937897668892380148286160412941039515438549925918047757949573494602053,12409478161974251096237722298683272021416903839640333496790124585344074733811097,14752148277424091285042910243291951318974048245289519019962049523414521478849509,10020441923287418235307943982112198305612472732386106495433822572160913729717289,16746754600511406397742206900080692849715601745241501602668724513989047719578414,16398690808148881321636315612260755082900010839544298662203474566493127215268907
24,4591523787522964059195959730474825987082414982093995500614147705237463755500992,12825640719159849184696372322231827155126983015890468078684331798860988175873643,6169955293963480925791854390334323635750279657078012054747271498464777027954000,3156863012881033733191789319718995297335729349968033108266247586454626544906040,3786363875912507606896177110385842139883332094560531239241260062830536726729763,8058457883057902546905017762334864163393087890855506447672308927592507573425169,15973145034317218553218311275566061367864996738852958733559394180740539084992258
25,16041938150838695479202385564238867529769350065453510205776519901617182972736930,3208122968909065644521255049811185247899570642304594086912906868491772809966217,17095740957052633848084758611526992759540935063487468681799003247841158211179817,2107605612427876737764746094576250459543169996067916952044966692447950476885799,13840903437876317665689367653768997953056548772980155936040639549529538306576094,15230843431503607730439856519231875503314222505601374274859460254274329233922748,6277425593309746932016212690964883110316191193931571968501428806682323258925761
26,18293135588499636258232912711835582124385044009524362833436707609541421112539520,1346455849485437485023318257383627996729034960345168066664384724304550679033680,4757147285798927032499366791454177222182246185396632738072873691506777398974437,9992814396492930449951674929110549932361253240367351168198893728742305039197814,17053457181567447737380242670352746127266056125257323357042444836011133599703811,7406680140075304444075686630244085938513230395755143625140246230907466847328451,18117274273910849471456773578657929102869624940483623331418859478242897248399688
27,5229219460891517227645554116300097646896160590861509557962336178121687808367783,12368511548684786461692769511444771961510389556094799904528304692426656633595544,2885480762432633251432262800497343075459262451388465360234624760509110242519333,13844918104029406498282800753331170725509628165365317284007857947180641101467104,8182032571580757300825616600072895174894637809402544316921442687629656744110903,4429219666033860109770093725659196291997715827811552138438659764261953403614707,2586479387388714925116232130090074076818862220592340748559509177077531079978516
28,16636490516524500641023298481623437361276100007989799905354710383132590171998055,7321243904879059497410007666995338632439461767490110274845479021371550687362324,9119051166958025470578894325989063550256934167123742467398867479528474012420789,3497516801814224109820575073667932246345092762579290803551594975197563914009473,8989036310394829865844433294968624589087361998168160962766942290784616625292353,7061214191752668287941085604954460710100317429578947265581628643883835913105452,16246445946834913826819915388562120477767383501123055391458934816901018010612747
29,2082235649953097736590627930346456361982876642933977564652651391751701030880808,15062648755166876420163705661722868176918776378327928597612366963120026238994658,1876448313746987149300466424255875708040850317559041739952585149293383158013625,18120820828534953276129060372755518560499371793561534030063148297489160487429640,8198579796689251448521337352411757129144067473401188429554214060489969527750772,9174516220104230567896064133097951150741786245700816297352344003107402745304975,2516234597832716183543857329877420756909103666149011953994257342935663906928272
30,9975814643494187342781591546787752288712948622270429816403960326627451956017672,16877655340768917321408104721862719351759055492104461945742789707746366147853422,2173126590877015485170156140288221320754896165190690708553207360950946342343303,2927019395712830735486512571937617932467319530151927463761774851052785005815269,606938254329188621647790631874229318512901142676766531905211395646085905105343,13745278667673263594363373705034735347275065447076613592446797777136645273377502,5277249633850706752214495021545776281986963554728657286459972430712870644303792
31,13344264591836003519574089188674220884474412770992869038097777970135838097328804,12495919339064274199458270693016953371943289764192637207479625474681946218593649,15987359742631986490361927897964877330790055423910710187608823296044120596958543,5286190301591965941575677418581312892631285305835682299022090651816564999259509,17457202017838561454518286024739619794233828298590364900645989106810871891824501,15435603889477424127770986946566438298830835513551946633553957096215448808325565,17753791417455728412043163568998448274805731395031833177209275402436091981926678
32,11469925623011899363093325771929945183021716457055107644369003879215840986665141,17392150818191885073878172170867167693577558085607365069570616072847056395503989,17766675585539957132354539196811667531667524885656772275604836580893646226516576,12593499925056115538522426849763444697291616857203329262471665403355610479702902,1872623836740360292381835129722499190449834000247036030171102540232949155062967,4136442821539865844642147421625510879525600759099298258166428773931458485760748,852561378507457744593980340535799896135492689448710266994363322045342238632268
33,6388459928265474300245989545447741409910714342549074277927709514800473800969576,5925140219905166770820443360414112639153981155375528033735034304265813675642566,17142436375866251862432744829835793556113224882790766946885255150801815857182980,2975557394254380673664127183839424424021596636171979658451810489596887879262864,489294276963902105933357192298364979645945304141977527361261885462622208210172,9683647023994816159240434855212615222986270886700760553613609338399018844024904,12026220134399948382875976787645495285659148939536923057745572066000281553543083
34,7937247814789867921225732275286581237413424196686321790404545673137299015639742,7436899040129747982722608258596002644473551157457578028633230306364965190523097,17031349176966814635200011334864944089563805326625174394149334682088794757814076,18188202724353893427948558119156725704300762259877705207489578017902991484348702,10907459682290984360968248611471347488684421957215170468653960313807555370126975,13721515551725261884968466196745489311098208862948975857105762352208282648312872,8097974831709551549239827490042471303158698532767715693381703350699377085742416
35,479294805393294963256190385519245226007366789073746642522996562129132899412211,3038432041668530297769658973083164151496093194259800280429410828287590340145689,7677411708825706003540405762691756776466179215558160913719242798475372322200469,14396233806864822080568430754345023100917624852968828542392492472692478845576551,4662502834838704078144350563106283256467005662180397486985879068533113677109958,15541009794641700897686931958848896979881170531815679106425964150808869283128644,9966963684379463637777408171699504534393270573251862041786186154708153197304655
36,3495494418911953331092397232913820783398233345363400195535860738618173567849699,12813592965341062890697090651857387200404772137273554492077534999071960327566319,9421900138340154228104696871894019382636191931419057210161741998955564045985919,11852811438856401794024599277960397198475917172111314029251762520674780956272476,1573931365942631137747414485119840779540523415038919269884315781823814825262013,15650050921493191160691909263245709862596859548824684290985963347214258119282484,17016379103613732961439316842464644710878076684845797733630143652034518372005935
37,17252562711420557894518375449189624493802327221799531020087359488518266978151162,3900104555042145293762446136614381845712270499770837960123301379440175829007494,15539812033706285549860362217084311660880103166848137858497668019983115252060964,15106894145518629761393356920726054202538976334408619356283897845335492780983618,2601350890479177928361430247539609470688890002452282453481990855497308415775456,15087973270482278952183348967398337202096693059601938509018508615280154622764432,15501970283633583931440346310428877659995536617234776163966889559872438935622592
38,10847787001863090072907873294902976704676811094862260143941957294527079322979007,9328592970164877771358641270331203944083188955928365065744292294505760573559014,13974813405852537546061687311221361586602558027509720444870285782341839984904036,6254052807978894946307628032636769763851493865294920601856656975629521323850096,4698706677491124422805846819514108344213420913595371216166686656774600823561171,9308775014389225975556343671853377327688339172411072287800374825777078484037261,1551862317726025153849735204717896845892824197430618137294440700231158072114389
39,11478118167798161792128282190854986616547236225428040303880818391207892851586168,7176044804391155828801069533782132578655548670897831695359712192928436934979037,5626175410726156560727745413718117754708361780720779853899962187567428483342623,6828509986803163987908309830662942144705675554896884779501568375124867496676926,10783048532622178110342762784616605748647489993426146472164530755600753974981946,17489791048183198928031104275579108566533805096308564931888849328995087918257683,8416342032539051990263950918613770729981196419232734479211243312902073093340160
40,14581945628574136597206035779802849964168727083954962013536892644716516044208875,10045106301978558824026918871846653388476003180099178215912744370102164949908364,4921877521160441131172032661068090141305252732744054286590835958562742950262484,17744654787066957969350760532403840091039900186200995905034448192504046278435212,11448647097803760437144335715980543500913096651847191712317019507114482468098594,4566249954318022985262141596734880239308266573994047387901830684799847752416607,15629858857556920064413561559603530174608834396952968611252162507965938364553228
41,1210732068103299758640011399065240479898900123058839108781287974978617622729170,15972646319183710972308476016310268626762057265024252603341249129618067724953587,7220951751346884739586627081861724703822622537273429124753321899106757840345338,12020439366487169961893231365592968447847444828429180031944067848256280435232377,11838713663657392188518905482567319990453099694180099645450206194660839276450727,6675774642857551419463649432784779331639587134526187965271736938320434364000388,15064017805034822105436846601182026339790331593778850670871940861640861931045337
42,13676656126950634927446974451201080840663274429990181207424148224833413945349027,12384967033475543935051002901097026146243415368743175352606663872501703677703315,14657328220521901473521468734624515785123847260570388115010827725410665430226883,1961344187142533092148988566846869888921145661160413815173359001154502969755754,11361805935231787692352329167637448194402159459136063812020819264544808762617882,5793922462895316372712723767122890964800039765874526746626646950769990342485313,3790089271080293583939555750239878068498211025687208298454122842235843942522024
43,3534278106896082116698324790652202115481536939487565747130947697121069614757925,10305902428812936444198047583971331093914303469715802675263494206959050034761542,1782477464803388531789784995020707066914875146373305104934358747108145026846917,15028794216761787280892303793673689771250100858082884395070102882379947057342004,12980061682793783790086837210056919470153131716221729186744165047962863659918849,14168675363846552510082768629107076032007392165101245159419826026262691067741429,62239758972918990170714665887479588429457760410026633633805034873633047645767
44,1341368426509417891040969897605531458234574924848681406138295872010310521674711,18307487136402529014248813214611935632081025150570518994746975194257765471463821,13833565127784984468204763181145852784772501788542701406899476401930772383039420,6451997901603958703618203182143962784692429283076634322059080277435127489565485,14695180958806626171198516602542945500224232078483723419689067603176627024205993,1498323297498637969526936672469441194601061286141157340862876814343678520632990,3926215919574343000022230161796809604589765794671747444507069475747874445174430
45,6899148182847053453658358099706316203495554151163401439986970617872426719403067,8188180386577067543030054857272271292512300060958225565767087645245733065618658,3867096611190042268115090272697865267050237729384472377340351082119919038646818,12468292357633152079622847730919777995492791600753547554170041710900780871651524,15459372124959222526843943847001329609456537230754045416792878749182522331468799,12840335913168253609778378620942520108941474619385965965208862196965143418098643,4611183722260245328426152052743349493947603766649309199417992054248644131541056
46,463745404130903565591000582632092787551805546145873598442422937627094660312431,3272466729775768663839232830655354656504402770442626370349634467014842355358069,8426163976934595294744696744069785606857791672890258315721634588163243085136960,15924837145607383458307392322875385638611972253488769434558423301072296849649104,7236090734846958703817936182135474883383520067926754047396719823336207415730524,892320245600495481985711706786733209555859560515617833699804937360771016545197,15425921178815168243520102281765840485512415175566766472930959425551783885257100
47,4773709265170478545072731385186788015652512718780247233821861068080813891194259,10823776426450423256388069136772971189586377625687728977556094483971730180183998,18150201483839834133946013254758549521801594720722445231202700247672748866969264,8220588936391536727037180354206843143914739559572990315298397576778073718386080,18099729785999879937080337204991211792692661030862175588769748036099297200762400,10722833030770514862656717037238295731368510245967189692690190060824826847770270,4622294171650615954475703235884774828325711649199438306523004433360458892573667
48,5646391571863234594915087818145530288953004046597700410292865473907547567379792,2018186852596354560027955262911922984135640301753608017889131791633630403919493,7647781343146534346047985719235857953931333209779128502252079735584044742783128,4002779542566599502265795802180655329956658326362856183918428523352994350806720,9615576951803724479390768896682994980595040095816196742351458937346275461154246,5953778069910734826713521617806197037463054073827744498087890195158091840661729,11549778397834804994943437350486941368944124704708905130591003079194239722493146
49,9466632079809695510120850391354503320146558974437171509402721489819887136445497,507598403440225642989808586917075695135385994637736023046925964615721005423996,10187689972785939300025641356561076861733329949224504899859174989199094073263500,1442115785952487579809581930413147083173541949574666780912906998758413873636055,11335666844834219383760397078346646096222870884311033025134683558105272872869615,2803552147536785810459320030488214164114467864810792273597943102428078604636226,12910562695954535761325117556711211023615181779696755885229247196538423535263842
50,16412705885457529751544091383028851726318979179264370723686189488060429642202850,4826653687913228270270626427620911201949288900818858238624413979773045760570216,2306634409261444457598371903649538163657778053286273903741235039949440821430102,8852648049502178313527327811114732611444446636666617719036652668589614824782508,5932299107688255387348110765079814676925870206648484005047386083287771537463457,12077983084766850129770104150481464228485473207543278441236716066449707192636926,8757304479790788090083924582383001397739831195039595348141361835669625557138938
51,5729596513779016109869888603569239705854621596932845633045122805193004827289564,6766107455130566676714678716703676001121777719211653805504994115425280642794719,3109532824054651700534370339403308885801468366836424517379613930696827446515516,13292268121498445632038346856604818228277117984118563448132263033413441471615932,249522345567599569807841498434844291781877682435259238836379858763530251768013,1046086498156462415261621034766746813082596350409323248418525971558686253299713,15681960579265034168399685465600525792179273988040755476878701371798909476211032
52,12972711071061324532963806618234970957047244195594643838121938130230572436418706,15941709494543269469378960236425903492419645304010583489200318621374969611371924,8906995270445834809245460854572797606117203325247818953235141473433191524859706,10400963899716195003272691857612333166523342703617755909689687468811034410046029,1891219881407175600751269860607830305254638994808988679100675825102702033766916,1910158716465951052390578248495968890694516643132922940931387324713990629186344,10457780404892521358190617021276748922842975648589558695181821967644900196304313
53,14749136891223800087184182882682414876098649711700029047449867972097773606948275,12052521153234997019207784882398837775995905498535284832923121596351114918910064,10442548286980765246780189384085948568075191804817173035883041655165820169049397,9919218292461104769901396387743747252336508630545693656329628148541889357366274,10482531169676015588571405893372233828779855975720846694262881076479322483860695,12132486918625497702790217900971408297405233840342632149682800438978119548532660,14869085539309551112557832410541270658212642224411050022589386236038280551382169
54,15744840852073877083304636471753217856631327652905160148589772330683426318538915,17770764137359598738085829462558140398170038089195281128125718665427871736522739,6077769855857164964343578972414767624616131308870362938607839004233336253951526,17730649009460924663496651771196459272736456200553216938962694911911412337153230,15664610596276528934126281089029855605764163875621031770263724823650507519799897,18412050117251152226941850310851636492082678778385213111974209521856418035055504,7440572071437620091233976051725122063308576464534355284630868224123347649756074
55,839542711935402107784698053745616978650573282088140624307070551039421202650476,9097219319472336867423864077592432120498287746333701392184230553141818031551465,6240634321663629828208114686603765557159718948425276624168199223901394253539045,10802183219456455440846833265716297157018291332674271999722257345723946101777193,4249470511903639254630636429993347051690580454769281839383124136203677343101932,5114891699952355720268907564371595109560010759021711822614080377746384210677239,13398446783602604837761646668851041330626582245431561949415126070352066704503114
56,3825281951726502156016024040022810217966148007835131330846022923168883041818360,12057409690501910519446673682984910880852196389420460983303714361850652949133830,6163987715379050639582565543949622120274720700444583277909793533639513488782489,4677411527305096967133083007853623804617145385218903894127541220941260893928314,7597681126280049502098226074696915933879470443743422831956957423755895164571305,14924796512303908244477994744479498508061695876018140091398042142083416300711462,8126362184429498743563005632264691658780397237731649992987514593518028069184808
57,7026841138266335257208127318900768095041669333383948853483607158999981804183503,11746843561326030080869007311902653451813968556058629673833573248410344171783649,14160007269179084470982639979005656070316897668024042461049898268231087102800495,14266332261825498427549025320209775950550456669280187215132582218462210597234041,12065818539265271950568163335515013092514645559827063936081625099103714655084287,7558466101498405040040054024921367496209464339664672623897026910155599276351233,744274948524897695964697388428839161634913008793013278578787651617864461034879
58,15944780374000091726620611413815693656877793385724523780756498406742422724408189,3338943262263542635691227880363309876513969253188519811473709539401986021815288,17779675167631876079339999554452888264058800935326205130541475745196078591713286,3669789587263568705438776281274389214362015099203362699569954676907311734610252,16606473024000143866115708215637852332573885077754209556948988681753074149998117,992538975000078209242645202733238013544137538044528664288735412515977138384950,12425173943104895086947737397370585862423045813008537059979037216413409399262682
59,12645819522625067612329263578352997496182496866764593509883785754828247015785889,17941896967950068233221859680942613305438806089074141526724648389496023123057424,15888232335975001862677788307768847427768927666928644050522587904003328321814664,6484825626699868500697049458831699863172861600328101081277604298350162612057609,8264072341071842597989026519067850480034032333583918298452978354942322226950236,2693576978143749703844336103540619409969015422384690022585429291374010933328568,8305735038862764268972361597186686521361235311041821933138237890051024964356582
60,7548403466100369384559902330155070688348749179466426288987405352913241264611604,17750942561192289509376817448657393085294945389547057919968817014731798356741451,12075221784328585923741361970570287322455164185930489213480954203049875043225624,9053636636456433078362919280830433268212830012928125848987097700273267557228100,8686187117575830973241489379437830922567942870539967826487247506401975898748879,10972873227686779608377072266392480285520502758766015145981403621436000067787961,15913694966789278983769667941694381357070509677606267807469566045375340064345346
61,5877955817978144944215500782436007936674362634127653292050275490391066616857719,16407683481787936450187167424529801363404535739330327668042992199793898229080201,13056787490482200067205616541344700411807094871296617448514869345802698603503530,14357663345008110245980231517817384950265464474337928312929187710823263973291683,1777915544418492535801628969011175110396220104142854581822666512449798105280683,12382335090607695838088575664799430628966210649334207614121867315493893465798484,9106130981681371251422304835308791769208587221289176050900228555143957588517132
62,926060474391715800907833531479823037968663280099479043776389667532557554971011,16504212339378719778639554338612328362289176787157616909531886093994452422280575,9669664593066663031776395651524156236194691632551602238339927714574092135600800,17487208237349894461737124240088666396452056704904246389127076094083069161259640,2892052270334065167102973334432499106294423115592738002966769667709791032929141,2948987693913524049292709704429014102488639753239888438785570000265850216937257,17658014508088271108306333350078211385034706617845697696583477091751246713283988
63,3027316368459142188617948450402834264028108361563859304840969694757070130151985,9388924821593923596655098501433797728153864756426636245249615630392597810109643,552429858457169773402066768156210523993844740276925141762657024500786806709060,13582622480943229620277620020443432388314897201737537353306655441893229586278190,11414711687157754235862991488422103584350173252185661520955049317758333682489079,12581092978047918070867564557028903980483097335932703324171119434501895328505704,17081766353613721125291339226263833576713669452978662762954865792123914524328065
64,5845875846423648612535236327392541126306293689813143558031080435172730418604744,1003469564407471983679593516603535888024509819168229992204085548977492331644191,4005176654898644564142454952569664153538072832376664981982296123820081972282382,14850997117897166353923820635290925922846982729438448527365712159700499340519317,15008535452455862902314307179830641327567815066042174948891052874212948203191019,4477791658574734209313914586188810367700569842187844246558318267357428560297488,1791161237200954725632026239302112911628671502186862099830789121539736645002701
65,7621624909209279588774484837042671952244412231063565336299568910634914509728585,16047067191188838409307539803718412957477737329594925389748395688805943758400670,6743931344991502010889781515090543147316550851282674480883199552107291512852343,16777008372511619294939976741032422258527701684749623968630542065350550239411558,9081507271854841360039358711670690554344340941372962494063861663724127471750361,2189823543968342656897310811942027903149893065464095736646439129633819443032729,14634352689799297636223216426783114173327782501334429375841555245485422386422639
66,15566170292872816626474227948737180963529817949787167707566551513564207421342508,8940463475905330157564332172779359496940688280539494256961627331571919988071996,17187670550991889494689079441999895336999459880879791007111789018834730166516484,3243000516238145736429702986525428746939283862185246599090475010541045490348018,4171244373538447784204969576229319463527009113078672391824246871502458425894552,1440006621945621187305495826174887618379211189248662705849823819313172739992109,13581682762406840396440665121298813079879314535006623220630486636378984665804666
67,14874351733390798092743176006096176992329819584687906169345053589307794472867440,12837290569426139716720003611801526516658845350915382596382990208573201036331112,12421212009053199322639866202052728441370501742993834960577090640202015923555060,13626116052271976910502763776849782766464788760923263261927354884194239134539284,16452002699082472480308696336192689491941706404703667500433782940549870669283784,2366476448537511581348280495144768749417830230023641996633094026863114294624583,8434328302531443115040283023579380275660009125505998109451849707945562476889635
68,17868085562765931481562239551078168911714481071969634950426040255850649641752601,18213014275484254555192535190905146583625391477067164066950492154469811849073029,1034786138154969220890886919480933015732731215292587349573355695857486621961352,3398192152672424380076061506678887944803349175268716157221192444825266426745524,6770836818089445582038675567562331502453820912684144810430721618967355030261568,11152720134406032826778729102131263688684146427538873309201943218283752432509484,16543842101622186114296222110385684503494325719832901653534857242774458633489272
69,17103503095467560214050912029031711009872061690300347213899208368273687627742157,10271783673428206579108358114563548070159509243389340691932965138801268756389889,16569632735776287996591105026468870917629191547889791793027831876394335852271219,17464654781564630015789769379810999683897684159490294837720527798647092682222170,12956849810793232636704351174589934368964987078190849826011052905559539246242742,3046217823462095859334850410805674972831100303991456757899407197131675544332935,6265154320518394134390650473394901363879448281203521312848871455769297809656726
70,16391625153850971213866400205239253576660769980209863533233053403549355775542998,1062923027831009667376481357696299326174784441777903437229275909178483845494102,9611080124781638712658393612181176853692316717638336750378509864104772909345313,4971305442808509448293370198820526422446517919168352113754193703516630500768677,5675994482858796324990794502551027900820812490679355206819608209819852852928171,11725147244932499342750666523372681288815200432171346029574753383014439965823795,4586368228082444050863602876348806718046257299332918902556348440694595606291572
